inst#,actual,predicted,error,distribution,
2201,1:normal.,1:normal.,,*1,0
2202,1:normal.,1:normal.,,*0.994,0.006
2203,1:normal.,1:normal.,,*0.998,0.002
2204,1:normal.,1:normal.,,*0.999,0.001
2205,1:normal.,1:normal.,,*1,0
2206,1:normal.,1:normal.,,*0.994,0.006
2207,1:normal.,1:normal.,,*1,0
2208,1:normal.,1:normal.,,*0.999,0.001
2209,1:normal.,1:normal.,,*0.997,0.003
2210,1:normal.,1:normal.,,*0.993,0.007
2211,1:normal.,1:normal.,,*0.993,0.007
2212,1:normal.,1:normal.,,*0.999,0.001
2213,1:normal.,1:normal.,,*0.993,0.007
2214,1:normal.,1:normal.,,*0.993,0.007
2215,1:normal.,1:normal.,,*0.993,0.007
2216,1:normal.,1:normal.,,*0.995,0.005
2217,1:normal.,1:normal.,,*0.994,0.006
2218,1:normal.,1:normal.,,*0.998,0.002
2219,1:normal.,1:normal.,,*0.993,0.007
2220,1:normal.,1:normal.,,*1,0
2221,1:normal.,1:normal.,,*1,0
2222,1:normal.,1:normal.,,*0.993,0.007
2223,1:normal.,1:normal.,,*0.635,0.365
2224,1:normal.,1:normal.,,*0.993,0.007
2225,1:normal.,1:normal.,,*0.994,0.006
2226,1:normal.,1:normal.,,*0.995,0.005
2227,1:normal.,1:normal.,,*0.995,0.005
2228,1:normal.,1:normal.,,*0.994,0.006
2229,1:normal.,1:normal.,,*0.998,0.002
2230,1:normal.,1:normal.,,*1,0
2231,1:normal.,1:normal.,,*0.994,0.006
2232,1:normal.,1:normal.,,*0.999,0.001
2233,1:normal.,1:normal.,,*0.993,0.007
2234,1:normal.,1:normal.,,*0.999,0.001
2235,1:normal.,1:normal.,,*0.996,0.004
2236,1:normal.,1:normal.,,*1,0
2237,1:normal.,1:normal.,,*0.993,0.007
2238,1:normal.,1:normal.,,*1,0
2239,1:normal.,1:normal.,,*0.994,0.006
2240,1:normal.,1:normal.,,*0.999,0.001
2241,1:normal.,1:normal.,,*0.993,0.007
2242,1:normal.,1:normal.,,*0.994,0.006
2243,1:normal.,1:normal.,,*0.997,0.003
2244,1:normal.,1:normal.,,*0.994,0.006
2245,1:normal.,1:normal.,,*0.999,0.001
2246,1:normal.,1:normal.,,*0.993,0.007
2247,1:normal.,1:normal.,,*0.993,0.007
2248,1:normal.,1:normal.,,*0.999,0.001
2249,1:normal.,1:normal.,,*0.994,0.006
2250,1:normal.,1:normal.,,*0.995,0.005
2251,1:normal.,1:normal.,,*0.998,0.002
2252,1:normal.,1:normal.,,*1,0
2253,1:normal.,1:normal.,,*0.993,0.007
2254,1:normal.,1:normal.,,*1,0
2255,1:normal.,1:normal.,,*1,0
2256,1:normal.,1:normal.,,*1,0
2257,1:normal.,1:normal.,,*0.994,0.006
2258,1:normal.,1:normal.,,*1,0
2259,1:normal.,1:normal.,,*0.999,0.001
2260,1:normal.,1:normal.,,*1,0
2261,1:normal.,1:normal.,,*1,0
2262,1:normal.,1:normal.,,*0.993,0.007
2263,1:normal.,1:normal.,,*0.993,0.007
2264,1:normal.,1:normal.,,*0.993,0.007
2265,1:normal.,1:normal.,,*0.999,0.001
2266,1:normal.,1:normal.,,*1,0
2267,1:normal.,1:normal.,,*1,0
2268,1:normal.,1:normal.,,*0.994,0.006
2269,1:normal.,1:normal.,,*0.975,0.025
2270,1:normal.,1:normal.,,*0.993,0.007
2271,1:normal.,1:normal.,,*0.993,0.007
2272,1:normal.,1:normal.,,*0.998,0.002
2273,1:normal.,1:normal.,,*1,0
2274,1:normal.,1:normal.,,*1,0
2275,1:normal.,1:normal.,,*0.994,0.006
2276,1:normal.,1:normal.,,*0.993,0.007
2277,1:normal.,1:normal.,,*0.999,0.001
2278,1:normal.,1:normal.,,*0.994,0.006
2279,1:normal.,1:normal.,,*0.999,0.001
2280,1:normal.,1:normal.,,*0.994,0.006
2281,1:normal.,1:normal.,,*0.999,0.001
2282,1:normal.,1:normal.,,*1,0
2283,1:normal.,1:normal.,,*1,0
2284,1:normal.,1:normal.,,*1,0
2285,1:normal.,1:normal.,,*1,0
2286,1:normal.,1:normal.,,*0.999,0.001
2287,1:normal.,1:normal.,,*0.999,0.001
2288,1:normal.,1:normal.,,*0.994,0.006
2289,1:normal.,1:normal.,,*0.995,0.005
2290,1:normal.,1:normal.,,*0.993,0.007
2291,1:normal.,1:normal.,,*0.993,0.007
2292,1:normal.,1:normal.,,*1,0
2293,1:normal.,1:normal.,,*0.999,0.001
2294,1:normal.,1:normal.,,*0.995,0.005
2295,1:normal.,1:normal.,,*0.993,0.007
2296,1:normal.,1:normal.,,*1,0
2297,1:normal.,1:normal.,,*0.993,0.007
2298,1:normal.,1:normal.,,*0.995,0.005
2299,1:normal.,1:normal.,,*0.995,0.005
2300,1:normal.,1:normal.,,*1,0
2301,1:normal.,1:normal.,,*0.997,0.003
2302,1:normal.,1:normal.,,*0.994,0.006
2303,1:normal.,1:normal.,,*1,0
2304,1:normal.,1:normal.,,*1,0
2305,1:normal.,1:normal.,,*0.993,0.007
2306,1:normal.,1:normal.,,*1,0
2307,1:normal.,1:normal.,,*0.999,0.001
2308,1:normal.,1:normal.,,*0.994,0.006
2309,1:normal.,1:normal.,,*0.999,0.001
2310,1:normal.,1:normal.,,*0.994,0.006
2311,1:normal.,1:normal.,,*0.998,0.002
2312,1:normal.,1:normal.,,*0.994,0.006
2313,1:normal.,1:normal.,,*1,0
2314,1:normal.,1:normal.,,*1,0
2315,1:normal.,1:normal.,,*0.994,0.006
2316,1:normal.,1:normal.,,*0.994,0.006
2317,1:normal.,1:normal.,,*0.998,0.002
2318,1:normal.,1:normal.,,*1,0
2319,1:normal.,1:normal.,,*0.994,0.006
2320,1:normal.,1:normal.,,*0.994,0.006
2321,1:normal.,1:normal.,,*0.995,0.005
2322,1:normal.,1:normal.,,*0.999,0.001
2323,1:normal.,1:normal.,,*0.994,0.006
2324,1:normal.,1:normal.,,*1,0
2325,1:normal.,1:normal.,,*0.994,0.006
2326,1:normal.,1:normal.,,*0.994,0.006
2327,1:normal.,1:normal.,,*0.993,0.007
2328,1:normal.,1:normal.,,*0.994,0.006
2329,1:normal.,1:normal.,,*1,0
2330,1:normal.,1:normal.,,*0.993,0.007
2331,1:normal.,1:normal.,,*0.999,0.001
2332,1:normal.,1:normal.,,*0.994,0.006
2333,1:normal.,1:normal.,,*0.994,0.006
2334,1:normal.,1:normal.,,*0.994,0.006
2335,1:normal.,1:normal.,,*0.997,0.003
2336,1:normal.,1:normal.,,*1,0
2337,1:normal.,1:normal.,,*0.995,0.005
2338,1:normal.,1:normal.,,*0.994,0.006
2339,1:normal.,1:normal.,,*1,0
2340,1:normal.,1:normal.,,*0.993,0.007
2341,1:normal.,1:normal.,,*1,0
2342,1:normal.,1:normal.,,*1,0
2343,1:normal.,1:normal.,,*0.994,0.006
2344,1:normal.,1:normal.,,*0.993,0.007
2345,1:normal.,1:normal.,,*0.994,0.006
2346,1:normal.,1:normal.,,*0.994,0.006
2347,1:normal.,1:normal.,,*0.994,0.006
2348,1:normal.,1:normal.,,*0.999,0.001
2349,1:normal.,1:normal.,,*0.999,0.001
2350,1:normal.,1:normal.,,*0.994,0.006
2351,1:normal.,1:normal.,,*0.999,0.001
2352,1:normal.,1:normal.,,*0.999,0.001
2353,1:normal.,1:normal.,,*0.993,0.007
2354,1:normal.,1:normal.,,*0.999,0.001
2355,1:normal.,1:normal.,,*0.997,0.003
2356,1:normal.,1:normal.,,*1,0
2357,1:normal.,1:normal.,,*1,0
2358,1:normal.,1:normal.,,*0.995,0.005
2359,1:normal.,1:normal.,,*1,0
2360,1:normal.,1:normal.,,*0.993,0.007
2361,1:normal.,1:normal.,,*0.993,0.007
2362,1:normal.,1:normal.,,*1,0
2363,1:normal.,1:normal.,,*0.993,0.007
2364,1:normal.,1:normal.,,*1,0
2365,1:normal.,1:normal.,,*0.994,0.006
2366,1:normal.,1:normal.,,*0.993,0.007
2367,1:normal.,1:normal.,,*0.994,0.006
2368,1:normal.,1:normal.,,*1,0
2369,1:normal.,1:normal.,,*1,0
2370,1:normal.,1:normal.,,*0.994,0.006
2371,1:normal.,1:normal.,,*0.993,0.007
2372,1:normal.,1:normal.,,*0.995,0.005
2373,1:normal.,1:normal.,,*1,0
2374,1:normal.,1:normal.,,*1,0
2375,1:normal.,1:normal.,,*0.997,0.003
2376,1:normal.,1:normal.,,*0.996,0.004
2377,1:normal.,1:normal.,,*0.993,0.007
2378,1:normal.,1:normal.,,*0.994,0.006
2379,1:normal.,1:normal.,,*1,0
2380,1:normal.,1:normal.,,*0.993,0.007
2381,1:normal.,1:normal.,,*1,0
2382,1:normal.,1:normal.,,*1,0
2383,1:normal.,1:normal.,,*0.993,0.007
2384,1:normal.,1:normal.,,*0.993,0.007
2385,1:normal.,1:normal.,,*1,0
2386,1:normal.,1:normal.,,*1,0
2387,1:normal.,1:normal.,,*0.995,0.005
2388,1:normal.,1:normal.,,*0.994,0.006
2389,1:normal.,1:normal.,,*1,0
2390,1:normal.,1:normal.,,*1,0
2391,1:normal.,1:normal.,,*1,0
2392,1:normal.,1:normal.,,*1,0
2393,1:normal.,1:normal.,,*0.995,0.005
2394,1:normal.,1:normal.,,*1,0
2395,1:normal.,1:normal.,,*0.996,0.004
2396,1:normal.,1:normal.,,*0.993,0.007
2397,1:normal.,1:normal.,,*0.994,0.006
2398,1:normal.,1:normal.,,*1,0
2399,1:normal.,1:normal.,,*0.997,0.003
2400,1:normal.,1:normal.,,*0.994,0.006
2401,1:normal.,1:normal.,,*0.993,0.007
2402,1:normal.,1:normal.,,*1,0
2403,1:normal.,1:normal.,,*0.993,0.007
2404,1:normal.,1:normal.,,*0.994,0.006
2405,1:normal.,1:normal.,,*1,0
2406,1:normal.,1:normal.,,*1,0
2407,1:normal.,1:normal.,,*0.994,0.006
2408,1:normal.,1:normal.,,*0.998,0.002
2409,1:normal.,1:normal.,,*0.993,0.007
2410,1:normal.,1:normal.,,*1,0
2411,1:normal.,1:normal.,,*0.999,0.001
2412,1:normal.,1:normal.,,*1,0
2413,1:normal.,1:normal.,,*1,0
2414,1:normal.,1:normal.,,*0.993,0.007
2415,1:normal.,1:normal.,,*0.994,0.006
2416,1:normal.,1:normal.,,*0.993,0.007
2417,1:normal.,1:normal.,,*0.994,0.006
2418,1:normal.,1:normal.,,*0.994,0.006
2419,1:normal.,1:normal.,,*0.993,0.007
2420,1:normal.,1:normal.,,*0.993,0.007
2421,1:normal.,1:normal.,,*0.998,0.002
2422,1:normal.,1:normal.,,*0.994,0.006
2423,1:normal.,1:normal.,,*0.994,0.006
2424,1:normal.,1:normal.,,*0.993,0.007
2425,1:normal.,1:normal.,,*0.993,0.007
2426,1:normal.,1:normal.,,*0.993,0.007
2427,1:normal.,1:normal.,,*0.993,0.007
2428,1:normal.,1:normal.,,*1,0
2429,1:normal.,1:normal.,,*0.995,0.005
2430,1:normal.,1:normal.,,*0.994,0.006
2431,1:normal.,1:normal.,,*1,0
2432,1:normal.,1:normal.,,*0.995,0.005
2433,1:normal.,1:normal.,,*0.635,0.365
2434,1:normal.,1:normal.,,*0.993,0.007
2435,1:normal.,1:normal.,,*0.994,0.006
2436,1:normal.,1:normal.,,*0.993,0.007
2437,1:normal.,1:normal.,,*0.997,0.003
2438,1:normal.,1:normal.,,*0.993,0.007
2439,1:normal.,1:normal.,,*1,0
2440,1:normal.,1:normal.,,*0.999,0.001
2441,1:normal.,1:normal.,,*0.995,0.005
2442,1:normal.,1:normal.,,*0.993,0.007
2443,1:normal.,1:normal.,,*1,0
2444,1:normal.,1:normal.,,*0.993,0.007
2445,1:normal.,1:normal.,,*0.999,0.001
2446,1:normal.,1:normal.,,*0.995,0.005
2447,1:normal.,1:normal.,,*1,0
2448,1:normal.,1:normal.,,*0.999,0.001
2449,1:normal.,1:normal.,,*1,0
2450,1:normal.,1:normal.,,*0.999,0.001
2451,1:normal.,1:normal.,,*0.995,0.005
2452,1:normal.,1:normal.,,*0.994,0.006
2453,1:normal.,1:normal.,,*0.993,0.007
2454,1:normal.,1:normal.,,*0.999,0.001
2455,1:normal.,1:normal.,,*0.999,0.001
2456,1:normal.,1:normal.,,*1,0
2457,1:normal.,1:normal.,,*0.995,0.005
2458,1:normal.,1:normal.,,*0.999,0.001
2459,1:normal.,1:normal.,,*0.994,0.006
2460,1:normal.,1:normal.,,*1,0
2461,1:normal.,1:normal.,,*0.993,0.007
2462,1:normal.,1:normal.,,*0.994,0.006
2463,1:normal.,1:normal.,,*1,0
2464,1:normal.,1:normal.,,*0.993,0.007
2465,1:normal.,1:normal.,,*0.999,0.001
2466,1:normal.,1:normal.,,*1,0
2467,1:normal.,1:normal.,,*0.994,0.006
2468,1:normal.,1:normal.,,*1,0
2469,1:normal.,1:normal.,,*0.994,0.006
2470,1:normal.,1:normal.,,*1,0
2471,1:normal.,1:normal.,,*0.993,0.007
2472,1:normal.,1:normal.,,*0.994,0.006
2473,1:normal.,1:normal.,,*0.997,0.003
2474,1:normal.,1:normal.,,*0.994,0.006
2475,1:normal.,1:normal.,,*0.993,0.007
2476,1:normal.,1:normal.,,*0.999,0.001
2477,1:normal.,1:normal.,,*1,0
2478,1:normal.,1:normal.,,*0.994,0.006
2479,1:normal.,1:normal.,,*0.994,0.006
2480,1:normal.,1:normal.,,*0.995,0.005
2481,1:normal.,1:normal.,,*0.998,0.002
2482,1:normal.,1:normal.,,*0.995,0.005
2483,1:normal.,1:normal.,,*0.999,0.001
2484,1:normal.,1:normal.,,*1,0
2485,1:normal.,1:normal.,,*0.994,0.006
2486,1:normal.,1:normal.,,*0.995,0.005
2487,1:normal.,1:normal.,,*0.999,0.001
2488,1:normal.,1:normal.,,*0.994,0.006
2489,1:normal.,1:normal.,,*0.993,0.007
2490,1:normal.,1:normal.,,*1,0
2491,1:normal.,1:normal.,,*0.993,0.007
2492,1:normal.,1:normal.,,*1,0
2493,1:normal.,1:normal.,,*0.993,0.007
2494,1:normal.,1:normal.,,*0.994,0.006
2495,1:normal.,1:normal.,,*0.993,0.007
2496,1:normal.,1:normal.,,*0.999,0.001
2497,1:normal.,1:normal.,,*1,0
2498,1:normal.,1:normal.,,*0.993,0.007
2499,1:normal.,1:normal.,,*0.993,0.007
2500,1:normal.,1:normal.,,*0.995,0.005
2501,1:normal.,1:normal.,,*0.994,0.006
2502,1:normal.,1:normal.,,*0.999,0.001
2503,1:normal.,1:normal.,,*0.997,0.003
2504,1:normal.,1:normal.,,*0.993,0.007
2505,1:normal.,1:normal.,,*0.994,0.006
2506,1:normal.,1:normal.,,*0.993,0.007
2507,1:normal.,1:normal.,,*1,0
2508,1:normal.,1:normal.,,*0.993,0.007
2509,1:normal.,1:normal.,,*0.994,0.006
2510,1:normal.,1:normal.,,*1,0
2511,1:normal.,1:normal.,,*0.993,0.007
2512,1:normal.,1:normal.,,*0.993,0.007
2513,1:normal.,1:normal.,,*0.993,0.007
2514,1:normal.,1:normal.,,*0.992,0.008
2515,1:normal.,1:normal.,,*0.994,0.006
2516,1:normal.,1:normal.,,*1,0
2517,1:normal.,1:normal.,,*0.994,0.006
2518,1:normal.,1:normal.,,*1,0
2519,1:normal.,1:normal.,,*0.998,0.002
2520,1:normal.,1:normal.,,*1,0
2521,1:normal.,1:normal.,,*0.998,0.002
2522,1:normal.,1:normal.,,*0.994,0.006
2523,1:normal.,1:normal.,,*0.999,0.001
2524,1:normal.,1:normal.,,*0.994,0.006
2525,1:normal.,1:normal.,,*0.994,0.006
2526,1:normal.,1:normal.,,*1,0
2527,1:normal.,1:normal.,,*0.993,0.007
2528,1:normal.,1:normal.,,*1,0
2529,1:normal.,1:normal.,,*0.993,0.007
2530,1:normal.,1:normal.,,*0.993,0.007
2531,1:normal.,1:normal.,,*0.996,0.004
2532,1:normal.,1:normal.,,*1,0
2533,1:normal.,1:normal.,,*0.994,0.006
2534,1:normal.,1:normal.,,*0.997,0.003
2535,1:normal.,1:normal.,,*0.994,0.006
2536,1:normal.,1:normal.,,*0.994,0.006
2537,1:normal.,1:normal.,,*0.994,0.006
2538,1:normal.,1:normal.,,*0.994,0.006
2539,1:normal.,1:normal.,,*0.993,0.007
2540,1:normal.,1:normal.,,*0.994,0.006
2541,1:normal.,1:normal.,,*0.993,0.007
2542,1:normal.,1:normal.,,*0.998,0.002
2543,1:normal.,1:normal.,,*1,0
2544,1:normal.,1:normal.,,*0.997,0.003
2545,1:normal.,1:normal.,,*1,0
2546,1:normal.,1:normal.,,*1,0
2547,1:normal.,1:normal.,,*0.996,0.004
2548,1:normal.,1:normal.,,*0.999,0.001
2549,1:normal.,1:normal.,,*1,0
2550,1:normal.,1:normal.,,*0.997,0.003
2551,1:normal.,1:normal.,,*0.998,0.002
2552,1:normal.,1:normal.,,*0.993,0.007
2553,1:normal.,1:normal.,,*0.999,0.001
2554,1:normal.,1:normal.,,*0.994,0.006
2555,1:normal.,1:normal.,,*0.995,0.005
2556,1:normal.,1:normal.,,*0.996,0.004
2557,1:normal.,1:normal.,,*0.999,0.001
2558,1:normal.,1:normal.,,*0.994,0.006
2559,1:normal.,1:normal.,,*1,0
2560,1:normal.,1:normal.,,*1,0
2561,1:normal.,1:normal.,,*0.993,0.007
2562,1:normal.,1:normal.,,*0.994,0.006
2563,1:normal.,1:normal.,,*1,0
2564,1:normal.,1:normal.,,*1,0
2565,1:normal.,1:normal.,,*1,0
2566,1:normal.,1:normal.,,*0.994,0.006
2567,1:normal.,1:normal.,,*1,0
2568,1:normal.,1:normal.,,*0.995,0.005
2569,1:normal.,1:normal.,,*1,0
2570,1:normal.,1:normal.,,*0.998,0.002
2571,1:normal.,1:normal.,,*1,0
2572,1:normal.,1:normal.,,*0.993,0.007
2573,1:normal.,1:normal.,,*0.993,0.007
2574,1:normal.,1:normal.,,*0.994,0.006
2575,1:normal.,1:normal.,,*0.994,0.006
2576,1:normal.,1:normal.,,*1,0
2577,1:normal.,1:normal.,,*0.994,0.006
2578,1:normal.,1:normal.,,*1,0
2579,1:normal.,1:normal.,,*0.997,0.003
2580,1:normal.,1:normal.,,*0.998,0.002
2581,1:normal.,1:normal.,,*0.995,0.005
2582,1:normal.,1:normal.,,*1,0
2583,1:normal.,1:normal.,,*1,0
2584,1:normal.,1:normal.,,*0.996,0.004
2585,1:normal.,1:normal.,,*0.994,0.006
2586,1:normal.,1:normal.,,*0.998,0.002
2587,1:normal.,1:normal.,,*0.994,0.006
2588,1:normal.,1:normal.,,*0.999,0.001
2589,1:normal.,1:normal.,,*0.993,0.007
2590,1:normal.,1:normal.,,*0.994,0.006
2591,1:normal.,1:normal.,,*0.999,0.001
2592,1:normal.,1:normal.,,*0.994,0.006
2593,1:normal.,1:normal.,,*0.997,0.003
2594,1:normal.,1:normal.,,*0.993,0.007
2595,1:normal.,1:normal.,,*0.993,0.007
2596,1:normal.,1:normal.,,*0.994,0.006
2597,1:normal.,1:normal.,,*0.999,0.001
2598,1:normal.,1:normal.,,*1,0
2599,1:normal.,1:normal.,,*0.999,0.001
2600,1:normal.,1:normal.,,*0.995,0.005
2601,1:normal.,1:normal.,,*0.93,0.07
2602,1:normal.,1:normal.,,*0.995,0.005
2603,1:normal.,1:normal.,,*1,0
2604,1:normal.,1:normal.,,*0.993,0.007
2605,1:normal.,1:normal.,,*0.998,0.002
2606,1:normal.,1:normal.,,*0.994,0.006
2607,1:normal.,1:normal.,,*0.994,0.006
2608,1:normal.,1:normal.,,*0.93,0.07
2609,1:normal.,1:normal.,,*0.994,0.006
2610,1:normal.,1:normal.,,*0.994,0.006
2611,1:normal.,1:normal.,,*0.995,0.005
2612,1:normal.,1:normal.,,*0.994,0.006
2613,1:normal.,1:normal.,,*0.993,0.007
2614,1:normal.,1:normal.,,*0.994,0.006
2615,1:normal.,1:normal.,,*1,0
2616,1:normal.,1:normal.,,*0.998,0.002
2617,1:normal.,1:normal.,,*1,0
2618,1:normal.,1:normal.,,*1,0
2619,1:normal.,1:normal.,,*0.999,0.001
2620,1:normal.,1:normal.,,*0.999,0.001
2621,1:normal.,1:normal.,,*0.993,0.007
2622,1:normal.,1:normal.,,*0.993,0.007
2623,1:normal.,1:normal.,,*1,0
2624,1:normal.,1:normal.,,*0.993,0.007
2625,1:normal.,1:normal.,,*0.993,0.007
2626,1:normal.,1:normal.,,*1,0
2627,1:normal.,1:normal.,,*0.993,0.007
2628,1:normal.,1:normal.,,*1,0
2629,1:normal.,1:normal.,,*0.994,0.006
2630,1:normal.,1:normal.,,*1,0
2631,1:normal.,1:normal.,,*0.993,0.007
2632,1:normal.,1:normal.,,*0.993,0.007
2633,1:normal.,1:normal.,,*0.995,0.005
2634,1:normal.,1:normal.,,*1,0
2635,1:normal.,1:normal.,,*0.999,0.001
2636,1:normal.,1:normal.,,*0.995,0.005
2637,1:normal.,1:normal.,,*1,0
2638,1:normal.,1:normal.,,*0.993,0.007
2639,1:normal.,1:normal.,,*0.994,0.006
2640,1:normal.,1:normal.,,*0.999,0.001
2641,1:normal.,1:normal.,,*0.996,0.004
2642,1:normal.,1:normal.,,*0.996,0.004
2643,1:normal.,1:normal.,,*0.994,0.006
2644,1:normal.,1:normal.,,*0.994,0.006
2645,1:normal.,1:normal.,,*0.997,0.003
2646,1:normal.,1:normal.,,*0.999,0.001
2647,1:normal.,1:normal.,,*0.998,0.002
2648,1:normal.,1:normal.,,*0.994,0.006
2649,1:normal.,1:normal.,,*1,0
2650,1:normal.,1:normal.,,*1,0
2651,1:normal.,1:normal.,,*0.997,0.003
2652,1:normal.,1:normal.,,*1,0
2653,1:normal.,1:normal.,,*0.999,0.001
2654,1:normal.,1:normal.,,*0.993,0.007
2655,1:normal.,1:normal.,,*0.993,0.007
2656,1:normal.,1:normal.,,*0.93,0.07
2657,1:normal.,1:normal.,,*1,0
2658,1:normal.,1:normal.,,*0.999,0.001
2659,1:normal.,1:normal.,,*0.993,0.007
2660,1:normal.,1:normal.,,*0.994,0.006
2661,1:normal.,1:normal.,,*0.994,0.006
2662,1:normal.,1:normal.,,*1,0
2663,1:normal.,1:normal.,,*0.994,0.006
2664,1:normal.,1:normal.,,*0.994,0.006
2665,1:normal.,1:normal.,,*0.636,0.364
2666,1:normal.,1:normal.,,*0.993,0.007
2667,1:normal.,1:normal.,,*1,0
2668,1:normal.,1:normal.,,*1,0
2669,1:normal.,1:normal.,,*0.998,0.002
2670,1:normal.,1:normal.,,*0.993,0.007
2671,1:normal.,1:normal.,,*0.996,0.004
2672,1:normal.,1:normal.,,*0.999,0.001
2673,1:normal.,1:normal.,,*0.995,0.005
2674,1:normal.,1:normal.,,*0.999,0.001
2675,1:normal.,1:normal.,,*0.997,0.003
2676,1:normal.,1:normal.,,*0.994,0.006
2677,1:normal.,1:normal.,,*0.993,0.007
2678,1:normal.,1:normal.,,*0.999,0.001
2679,1:normal.,1:normal.,,*0.994,0.006
2680,1:normal.,1:normal.,,*0.993,0.007
2681,1:normal.,1:normal.,,*0.993,0.007
2682,1:normal.,1:normal.,,*0.994,0.006
2683,1:normal.,1:normal.,,*0.994,0.006
2684,1:normal.,1:normal.,,*1,0
2685,1:normal.,1:normal.,,*0.993,0.007
2686,1:normal.,1:normal.,,*0.999,0.001
2687,1:normal.,1:normal.,,*0.994,0.006
2688,1:normal.,1:normal.,,*0.993,0.007
2689,1:normal.,1:normal.,,*0.993,0.007
2690,1:normal.,1:normal.,,*1,0
2691,1:normal.,1:normal.,,*1,0
2692,1:normal.,1:normal.,,*1,0
2693,1:normal.,1:normal.,,*1,0
2694,1:normal.,1:normal.,,*0.999,0.001
2695,1:normal.,1:normal.,,*1,0
2696,1:normal.,1:normal.,,*0.995,0.005
2697,1:normal.,1:normal.,,*1,0
2698,1:normal.,1:normal.,,*1,0
2699,1:normal.,1:normal.,,*0.994,0.006
2700,1:normal.,1:normal.,,*0.993,0.007
2701,1:normal.,1:normal.,,*0.998,0.002
2702,1:normal.,1:normal.,,*0.993,0.007
2703,1:normal.,1:normal.,,*1,0
2704,1:normal.,1:normal.,,*0.999,0.001
2705,1:normal.,1:normal.,,*1,0
2706,1:normal.,1:normal.,,*0.994,0.006
2707,1:normal.,1:normal.,,*0.994,0.006
2708,1:normal.,1:normal.,,*0.993,0.007
2709,1:normal.,1:normal.,,*1,0
2710,1:normal.,1:normal.,,*1,0
2711,1:normal.,1:normal.,,*0.994,0.006
2712,1:normal.,1:normal.,,*1,0
2713,1:normal.,1:normal.,,*0.993,0.007
2714,1:normal.,1:normal.,,*1,0
2715,1:normal.,1:normal.,,*1,0
2716,1:normal.,1:normal.,,*1,0
2717,1:normal.,1:normal.,,*0.993,0.007
2718,1:normal.,1:normal.,,*1,0
2719,1:normal.,1:normal.,,*0.993,0.007
2720,1:normal.,1:normal.,,*0.994,0.006
2721,1:normal.,1:normal.,,*0.994,0.006
2722,1:normal.,1:normal.,,*1,0
2723,1:normal.,1:normal.,,*0.998,0.002
2724,1:normal.,1:normal.,,*0.993,0.007
2725,1:normal.,1:normal.,,*0.994,0.006
2726,1:normal.,1:normal.,,*1,0
2727,1:normal.,1:normal.,,*0.999,0.001
2728,1:normal.,1:normal.,,*0.999,0.001
2729,1:normal.,1:normal.,,*0.994,0.006
2730,1:normal.,1:normal.,,*0.994,0.006
2731,1:normal.,1:normal.,,*0.994,0.006
2732,1:normal.,1:normal.,,*0.996,0.004
2733,1:normal.,1:normal.,,*0.993,0.007
2734,1:normal.,1:normal.,,*0.994,0.006
2735,1:normal.,1:normal.,,*1,0
2736,1:normal.,1:normal.,,*0.995,0.005
2737,1:normal.,1:normal.,,*0.993,0.007
2738,1:normal.,1:normal.,,*0.994,0.006
2739,1:normal.,1:normal.,,*0.993,0.007
2740,1:normal.,1:normal.,,*0.996,0.004
2741,1:normal.,1:normal.,,*0.994,0.006
2742,1:normal.,1:normal.,,*1,0
2743,1:normal.,1:normal.,,*0.994,0.006
2744,1:normal.,1:normal.,,*0.995,0.005
2745,1:normal.,1:normal.,,*0.993,0.007
2746,1:normal.,1:normal.,,*0.994,0.006
2747,1:normal.,1:normal.,,*0.635,0.365
2748,1:normal.,1:normal.,,*1,0
2749,1:normal.,1:normal.,,*0.994,0.006
2750,1:normal.,1:normal.,,*0.993,0.007
2751,1:normal.,1:normal.,,*1,0
2752,1:normal.,1:normal.,,*0.993,0.007
2753,1:normal.,1:normal.,,*1,0
2754,1:normal.,1:normal.,,*0.994,0.006
2755,1:normal.,1:normal.,,*0.993,0.007
2756,1:normal.,1:normal.,,*1,0
2757,1:normal.,1:normal.,,*1,0
2758,1:normal.,1:normal.,,*0.997,0.003
2759,1:normal.,1:normal.,,*1,0
2760,1:normal.,1:normal.,,*1,0
2761,1:normal.,1:normal.,,*0.999,0.001
2762,1:normal.,1:normal.,,*0.994,0.006
2763,1:normal.,1:normal.,,*1,0
2764,1:normal.,1:normal.,,*0.999,0.001
2765,1:normal.,1:normal.,,*0.995,0.005
2766,1:normal.,1:normal.,,*0.994,0.006
2767,1:normal.,1:normal.,,*0.999,0.001
2768,1:normal.,1:normal.,,*1,0
2769,1:normal.,1:normal.,,*0.994,0.006
2770,1:normal.,1:normal.,,*0.994,0.006
2771,1:normal.,1:normal.,,*1,0
2772,1:normal.,1:normal.,,*0.999,0.001
2773,1:normal.,1:normal.,,*0.994,0.006
2774,1:normal.,1:normal.,,*0.994,0.006
2775,1:normal.,1:normal.,,*1,0
2776,1:normal.,1:normal.,,*0.995,0.005
2777,1:normal.,1:normal.,,*0.994,0.006
2778,1:normal.,1:normal.,,*1,0
2779,1:normal.,1:normal.,,*0.994,0.006
2780,1:normal.,1:normal.,,*0.993,0.007
2781,1:normal.,1:normal.,,*0.997,0.003
2782,1:normal.,1:normal.,,*1,0
2783,1:normal.,1:normal.,,*0.994,0.006
2784,1:normal.,1:normal.,,*0.993,0.007
